id,notice_en,period_en,location_en,details_en,notice_fr,period_fr,location_fr,details_fr,dt_start,dt_end,person_candidates
1415217427223,1415217427223 Notice of half-masting: Remembrance Day,"Masting period: From sunrise to sunset on Tuesday, November 11, 2014","Masting location(s): Flags on all Government of Canada buildings and establishments across the country, including the Peace Tower.","Additional details: Rules for Half-masting of the National Flag of Canada (Section 11) When half-masting occurs at the National War Memorial or a place where remembrance is being observed, the half-masting can occur at 11:00 a.m. (or according to the prescribed order of service) until sunset.",1415217427223 Avis de mise en berne : Jour du Souvenir,"Période de mise en berne : De l'aube au crépuscule, le mardi 11 novembre 2014","Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada partout au pays, y compris la Tour de la Paix.","Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (section 11) Lorsque la mise en berne a lieu au Monument commémoratif de guerre du Canada ou à un autre endroit où se déroule un service commémoratif, celle-ci peut avoir lieu à compter de 11 heures (ou selon l'ordre prescrit du service) jusqu'au crépuscule.",2014-11-11,2014-11-11,"[('Période', 1), ('Les', 1), ('compris la Tour de la Paix', 1)]"
1417454368067,1417454368067 Notice of half-masting: National Day of Remembrance and Action on Violence Against Women,"Masting period: From sunrise to sunset on Saturday, December 6, 2014","Masting location(s): All Government of Canada buildings and establishments across the country, including the Peace Tower in Ottawa",Additional details: Rules for Half-masting the National Flag of Canada (Section 11),1417454368067 Avis de mise en berne : Journée nationale de commémoration et d'action contre la violence faite aux femmes,Période de mise en berne : De l'aube au crépuscule le samedi 6 décembre 2014,"Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada partout au pays, y compris la Tour de la Paix à Ottawa",Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (section 11),2014-12-06,2014-12-06,"[('Période', 1), ('compris la Tour de la Paix à Ottawa', 1)]"
1417637966465,"1417637966465 Notice of half-masting: Death of Mr. Jean Béliveau who passed away on December 2, 2014","Masting period: From now until  Wednesday, December 10, 2014, the day of the funeral of the late Jean Béliveau",Masting location(s): All Government of Canada buildings and establishments in the province of Québec,Additional details: Rules for Half-masting the National Flag of Canada (Section 10),1417637966465 Avis de mise en berne : Décès de M. Jean Béliveau décédé le 2 décembre 2014,"Période de mise en berne : Dès maintenant  jusqu'au crépuscule le mercredi 10 décembre 2014, jour des funérailles de feu Jean Béliveau",Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada dans la province de Québec,Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (section 10),2014-12-10,2014-12-10,"[('Jean Béliveau', 2), ('Période', 1)]"
1420560013628,"1420560013628 Notice of half-masting: Death of Eric Cunningham, former Member of the Legislative Assembly of Ontario, who passed away on January 1, 2015","Masting period: From sunrise to sunset on Wednesday, January 7, 2015, the day of the funeral of the late Eric Cunningham.","Masting location(s): All Government of Canada buildings and establishments in the provincial riding of Ancaster-Dundas-Flamborough-Westdale, Ontario.",Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 10),"1420560013628 Avis de mise en berne : Décès de Eric Cunningham, ancien député de l'Assemblée législative de l'Ontario, décédé le 1er janvier 2015","Période de mise en berne : De l'aube au crépuscule le mercredi 7 janvier 2015, jour des funérailles de feu Eric Cunningham.",Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada dans le comté provincial de Ancaster-Dundas-Flamborough-Westdale en Ontario,Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 10),2015-01-07,2015-01-07,"[('Eric Cunningham', 3), ('Ancaster-Dundas-Flamborough-Westdale', 1), (""ancien député de l'Assemblée"", 1), ('Période', 1), ('de Ancaster-Dundas-Flamborough-Westdale', 1)]"
1420748248734,"1420748248734 Notice of half-masting: Death of the Honourable Mr. Gilbert Finn, O.C., former Lieutenant-Governor of New Brunswick who passed away on January 7, 2015","Masting period: From January 8 until sunset January 12, 2015, the day of the funeral of the late Honourable Gilbert Finn.",Masting location(s): All Government of Canada buildings and establishments in New Brunswick,Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 10),"1420748248734 Avis de mise en berne : Décès de l'honorable Gilbert Finn, O.C., ancien Lieutenant-gouverneur du Nouveau-Brunswick décédé le 7 janvier 2015","Période de mise en berne : Du 8 janvier jusqu'au crépuscule le 12 janvier 2015, jour des funérailles de feu l'honorable Gilbert Finn",Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada au Nouveau-Brunswick,Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 10),2015-01-08,2015-01-12,"[('Gilbert Finn', 4), ('Période', 1), ('Du 8', 1)]"
1421873079671,"1421873079671 Notice of half-masting: Death of Constable David Matthew Wynn, member of the Royal Canadian Mounted Police, who died on January 21, 2015.","Masting period: From January 21, 2015 until sunset, Monday, January 26, 2015, day of the funeral.","Masting location(s): On all Government of Canada buildings and establishments in the town of St. Albert, Alberta.",Additional details: As per the Rules for Half-masting the National Flag of Canada (section 10),"1421873079671 Avis de mise en berne : Décès du gendarme David Matthew Wynn, membre de la Gendarmerie royale du Canada, décédé le 21 janvier 2015","Période de mise en berne : Du 21 janvier jusqu'au crépuscule  le lundi 26 janvier 2015, jour des funérailles.","Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada dans la ville de St. Albert, Alberta.",Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (article 10),2015-01-21,2015-01-26,"[('Matthew Wynn', 1), ('David Matthew Wynn', 1), ('membre de la Gendarmerie', 1), ('Période', 1), ('la ville de St. Albert', 1)]"
1426190252355,"1426190252355 Notice of half-masting: Death of Sergeant Andrew Doiron, member of the Canadian Armed Forces, who died on March 6, 2015.","Masting period: From now until sunset, Saturday, March 14, 2015, day of the funeral or memorial service.",Masting location(s): On all Government of Canada buildings and establishments in New-Brunswick,Additional details: Rules for Half-masting the National Flag of Canada (section 10),"1426190252355 Avis de mise en berne : Décès du sergent Andrew Doiron, membre des Forces armées canadiennes, décédé le 6 mars 2015","Période de mise en berne : Dès maintenant jusqu'au crépuscule, le samedi 14 mars 2015, jour des funérailles ou service commémoratif.",Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada au Nouveau-Brunswick,Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (article 10),2015-03-14,2015-03-14,"[('Andrew Doiron', 2), ('Période', 1)]"
1427987015516,1427987015516 Notice of half-masting: National day of remembrance of the Battle of Vimy Ridge,"Masting period: Sunrise to sunset on Thursday, April 9, 2015",Masting location(s): Peace Tower in Ottawa,Additional details: Rules for Half-masting the National Flag of Canada (Section 11),1427987015516 Avis de mise en berne : Journée nationale de commémoration de la bataille de la crête de Vimy.,"Période de mise en berne : De l'aube au crépuscule, jeudi le 9 avril 2015",Endroit(s) de la mise en berne : Tour de la Paix à Ottawa,Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (section 11),2015-04-09,2015-04-09,"[('de Vimy', 1), ('Période', 1), ('jeudi le', 1), ('Tour de la Paix à Ottawa', 1)]"
1429715772741,1429715772741 Notice of half-masting: Day of Mourning for Persons Killed or Injured in the Workplace (Workers' Mourning Day),"Masting period: Sunrise to sunset on Tuesday April 28, 2015",Masting location(s): The Peace Tower in Ottawa and on all Government of Canada buildings and establishments across Canada,Additional details: Rules for half-masting the National Flag of Canada (Section 11),1429715772741 Avis de mise en berne : Jour de compassion pour les personnes tuées ou blessées au travail (Jour de compassion pour les travailleurs),"Période de mise en berne : De l'aube au crépuscule, le mardi 28 avril 2015",Endroit(s) de la mise en berne : Tour de la Paix à Ottawa et sur tous les édifices et établissements du gouvernement du Canada partout au pays,Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (article 11),2015-04-28,2015-04-28,"[('Période', 1), ('Tour de la Paix à Ottawa', 1)]"
1429887563770,"1429887563770 Notice of half-masting: Death of the Honourable Pierre Claude Nolin, Senator and Speaker of the Senate who died on April 24, 2015","Masting period: From April 24, 2015 until sunset, Thursday, April 30, 2015 day of the funeral of the late Honourable Pierre Claude Nolin.",Masting location(s): All Government of Canada buildings and establishments in the city of Montréal as well as on the Peace Tower in Ottawa.,Additional details: Rules for Half-masting the National Flag of Canada (Sections 7 and 16),"1429887563770 Avis de mise en berne : Décès de l'honorable Pierre Claude Nolin, sénateur et président du Sénat décédé le 24 avril 2015","Période de mise en berne : Du 24 avril 2015 jusqu'au crépuscule, le jeudi 30 avril 2015, jour des funérailles de feu l'honorable Pierre Claude Nolin.",Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada dans la ville de Montréal ainsi que sur la Tour de la Paix à Ottawa.,Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (articles 7 et 16),2015-04-24,2015-04-30,"[('Pierre Claude Nolin', 4), ('Montréal', 1), ('Période', 1), ('la ville de Montréal', 1)]"
1430157082109,"1430157082109 Notice of half-masting: Death of the Honourable Christine Stewart, P.C., Former Minister who died on April 25, 2015.","Masting period: From April 26, 2015 until sunset on Wednesday, April 29, 2015","Masting location(s): All Government of Canada buildings and establishments in the Town of Cobourg, Ontario as well as on the Peace Tower in Ottawa. Furthermore, the flags on all Government of Canada buildings and establishments in the Town of Cobourg, Ontario, as well as the flag on the Peace Tower, in Ottawa, will be flown at half-mast from sunrise until sunset on Saturday, May 23, 2015, the day of the memorial service for late the Honourable Christine Stewart, P.C.",Additional details: Rules for Half-masting the National Flag of Canada (Section 7),"1430157082109 Avis de mise en berne : Décès de l'honorable Christine Stewart, P.C., ancienne ministre décédée le 25 avril 2015","Période de mise en berne : Du 26 avril 2015 jusqu'au coucher du soleil, le mercredi 29 avril","Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada dans la ville de Cobourg, Ontario, ainsi que sur la Tour de la Paix à Ottawa. De plus, les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans la ville de Cobourg (Ontario) ainsi que sur la Tour de la Paix, à Ottawa flotteront en berne du lever jusqu'au coucher du soleil, le samedi 23 mai 2015, le jour du service commémoratif de feu l'honorable Christine Stewart, P.C.",Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (article 7),2015-04-26,2015-04-29,"[('Stewart', 2), ('Christine Stewart', 2), ('la ville de Cobourg', 2), ('Période', 1), ('Du', 1)]"
1430158885589,"1430158885589 Notice of half-masting: Death of the Honourable Alasdair Bernard Graham, P.C. who died on April 22, 2015","Masting period: From April 25, 2015 until sunset on Monday, April 27, the day of the funeral of the late The Honourable Alasdair Bernard Graham","Masting location(s): All Government of Canada buildings and establishments in the Halifax in Nova-Scotia.  The flag will also be at half-mast on the Peace Tower in Ottawa from sunrise until sunset on Monday, April 27, day of the funeral.",Additional details: Rules for Half-masting the National Flag of Canada (Section 7),"1430158885589 Avis de mise en berne : Décès de l'honorable Alasdair Bernard Graham, C.P., décédé le 22 avril 2015.","Période de mise en berne : Du 25 avril 2015 jusqu'au crépuscule, le lundi 27 avril, jour des funérailles de feu l'honorable Alasdair Bernard Graham.","Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada dans la ville d’Halifax en Nouvelle-Écosse.  Le drapeau flottera aussi en berne sur la Tour de la Paix à Ottawa du lever jusqu'au coucher du soleil, lundi le 27 avril, jour des funéraille.",Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (article 7),2015-04-25,2015-04-27,"[('Bernard Graham', 3), ('C.P.', 1), ('Période', 1), ('la ville', 1)]"
1432737648377,1432737648377 Notice of half-masting: Memorial Service for Deceased Parliamentarians,"Masting period: From 9:00 a.m. to 11:00 a.m. on Monday, June 1, 2015",Masting location(s): Peace Tower in Ottawa,Additional details: Rules for Half-masting the National Flag of Canada (Section 11),1432737648377 Avis de mise en berne : Service commémoratif pour les parlementaires décédés,Période de mise en berne : De 9 h à 11 h le lundi 1 juin 2015,Endroit(s) de la mise en berne : Tour de la Paix à Ottawa,Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (article 11),,2015-06-01,"[('Période', 1), ('Tour de la Paix à Ottawa', 1)]"
1432752475310,"1432752475310 Notice of half-masting: Death of Mr. George Braden, Former Government Leader of the Northwest Territories, who passed away on May 25, 2015","Masting period: From May 27, 2015 until the morning of May 28, 2015, to mark the passing of the late Mr. George Braden. Also, the flags will be flown at half-mast from on the date of the funeral (date to be confirmed).",Masting location(s): All Government of Canada buildings and establishments in the Northwest Territories,Additional details: Rules for Half-masting the National Flag of Canada (Section 10),"1432752475310 Avis de mise en berne : Décès de M. George Braden, ancien chef du gouvernement des Territoires du Nord-Ouest, décédé le 25 mai 2015","Période de mise en berne : Dès le 27 mai 2015, jusqu'au matin, le 28 mai 2015, pour souligner la mort de feu M. George Braden. De plus, les drapeaux flotteront en berne le jour des funérailles (date à confirmer).",Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada dans les Territoires du Nord-Ouest,Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (article 10),2015-05-27,2015-05-28,"[('George Braden', 3), ('Décès de M. George Braden', 1), ('Période', 1), ('Dès le', 1), ('la mort de', 1), ('Territoires', 1)]"
1432836183212,1432836183212 Notice of half-masting: To mark the anniversary of the June 2014 shootings that took the lives of three members of the RCMP,"Masting period: Sunrise to sunset on Thursday, June 4, 2015",Masting location(s): Flags on all Government of Canada buildings and establishments in the province of New-Brunswick,Additional details: Rules for Half-masting the National Flag of Canada (Section 10),"1432836183212 Avis de mise en berne : Pour souligner l’anniversaire de la fusillade de juin 2014, qui a coûté la vie à trois agents de la GRC","Période de mise en berne : De l’aube jusqu’au crépuscule, le jeudi 4 juin 2015",Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans la province du Nouveau-Brunswick,Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (article 10),2015-06-04,2015-06-04,"[('l’anniversaire de la fusillade de juin', 1), ('agents de la GRC', 1), ('Période', 1), ('Les', 1)]"
1433272450339,"1433272450339 Notice of half-masting: To mark the death of Mr. Jacques Parizeau, Former Premier of Quebec who passed away on June 1, 2015","Masting period: From June 1, 2015 until sunset on the day of the funeral, June 9, 2015.",Masting location(s): All Government of Canada buildings and establishments in the province of Quebec,Additional details: Rules for Half-masting the National Flag of Canada (Section 10),"1433272450339 Avis de mise en berne : Pour souligner la mort de feu M. Jacques Parizeau, ancien premier ministre du Québec, décédé le 1er juin 2015",Période de mise en berne : Le 1 juin 2015 jusqu'au crépuscule jour des funérailles le 9 juin 2015.,Endroit(s) de la mise en berne : Sur tous les édifices et établissements du gouvernement du Canada dans la province du Québec,Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (article 10),2015-06-01,2015-06-09,"[('Jacques Parizeau', 2), ('la mort de', 1), ('du Québec', 1), ('Période', 1)]"
1433877482134,"1433877482134 Notice of half-masting: In honour of the late Constable Daniel Woodall, who passed away June 8, 2015.","Masting period: From June 9, 2015, until sunset, on Wednesday, June 17, 2015 in honour of the late Constable Daniel Woodall, who passed away June 8, 2015.","Masting location(s): The flags on all Government of Canada buildings and establishments in Edmonton, Alberta",Additional details: Rules for Half-masting the National Flag of Canada (Section 10),"1433877482134 Avis de mise en berne : En l'honneur de feu constable Daniel Woodall, décédé le 8 juin 2015.","Période de mise en berne : Du 9 juin jusqu'au crépuscule le mercredi 17 juin 2015, en l'honneur de feu constable Daniel Woodall, décédé le 8 juin 2015.",Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans la ville d'Edmonton (Alberta),Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (article 10),2015-06-09,2015-06-17,"[('Daniel Woodall', 2), ('Période', 1), ('Du 9', 1), ('Les', 1), (""d'Edmonton"", 1)]"
1434483835430,1434483835430 Notice of half-masting: National Day of Remembrance for Victims of Terrorism,"Masting period: From sunrise to sunset on Tuesday, June 23, 2015, to mark this day.",Masting location(s): The Peace Tower in Ottawa and on all Government of Canada buildings and establishments across the country,Additional details: Rules for Half-masting the National Flag of Canada (Section 11),1434483835430 Avis de mise en berne : Journée nationale du souvenir des victimes de terrorisme,"Période de mise en berne : De l'aube au crépuscule, le mardi 23 juin 2015, pour souligner cette journée.",Endroit(s) de la mise en berne : La Tour de la Paix à Ottawa et sur tous les édifices et établissements du gouvernement du Canada partout au pays.,Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (article 11),2015-06-23,2015-06-23,"[('Période', 1), ('La Tour de la Paix à Ottawa', 1)]"
1438009690723,"1438009690723 Notice of half-masting: Death of the Honourable Flora Isabel MacDonald, P.C., C.C., O.Ont., O.N.S., former Minister","Masting period: From July 27 until sunset, Sunday, August 2, 2015, on the day of the memorial service of the late Honourable Flora Isabel MacDonald, P.C., C.C., O.Ont., O.N.S., who died on July 26, 2015.","Masting location(s): The flags on all Government of Canada buildings and establishments in Ottawa, Ontario, excluding the Peace Tower.   Furthermore, the flags on all Government of Canada buildings and establishments in Ottawa, Ontario, as well as the flag on the Peace Tower, will be flown at half-mast from sunrise until sunset on Sunday, August 2, 2015, on the day of the memorial service.",Additional details: Rules for Half-masting the National Flag of Canada (Section 7),"1438009690723 Avis de mise en berne : Décès de l'honorable Flora Isabel MacDonald, P.C., C.C., O.Ont., O.N.S., ancienne ministre","Période de mise en berne : À partir du 27 juillet jusqu'au crépuscule, le dimanche 2 août 2015, jour du service commémoratif de feu l'honorable Flora Isabel MacDonald, P.C., C.C., O.Ont., O.N.S., décédée le 26 juillet 2015.","Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans la ville d’Ottawa, Ontario, à l’exception de la Tour de la Paix.   De plus, les drapeaux sur tous les édifices et établissements du gouvernement du Canada dans la ville d’Ottawa, y compris la Tour de la Paix, flotteront en berne du lever jusqu'au coucher du soleil, le dimanche 2 août 2015, jour du service commémoratif.",Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (article 7),2015-07-27,2015-08-02,"[('la ville d’Ottawa', 2), ('Honourable Flora', 1), ('Flora Isabel', 1), ('Période', 1), ('Flora', 1), ('Les', 1), ('compris la Tour de la Paix', 1)]"
1438031310611,1438031310611 Notice of half-masting: Death of correctional officer Kirby Tott,"Masting period: From July 27, 2015, until sunset on Wednesday, August 5, 2015 of Kirby Tott who passed away on July 25, 2015.",Masting location(s): All Correctional Service of Canada buildings in British Columbia,Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 10),1438031310611 Avis de mise en berne : Décès de l’agent correctionnel Kirby Tott,"Période de mise en berne : À partir du 27 juillet 2015 jusqu'au crépuscule, le mercredi 5 août 2015, de feu Kirby Tott, décédé le 25 juillet 2015.",Endroit(s) de la mise en berne : Tous les édifices de Service correctionnel du Canada en Colombie-Britannique,"Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 10) ,",2015-07-27,2015-08-05,"[('Kirby Tott', 4), ('Avis de', 1), ('Période', 1), ('Colombie-Britannique', 1)]"
1439566925003,1439566925003 Notice of half-masting: Death of Private Samuel Lavoie Nadeau,"Masting period: From sunrise until sunset, August 14, 2015, day of the funeral of the late Samuel Lavoie Nadeau, who died on August 10, 2015","Masting location(s): All Government of Canada building and establishments in Dieppe, New Brunswick",Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 10),1439566925003 Avis de mise en berne : Décès du Soldat Samuel Lavoie Nadeau,"Période de mise en berne : De l'aube jusqu'au crépuscule, le 14 août 2015, jour des funérailles de feu Samuel Lavoie Nadeau, décédé le 10 août 2015","Endroit(s) de la mise en berne : édifices et établissements du gouvernement du Canada dans la ville de Dieppe, Nouveau-Brunswick",Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 10),2015-08-14,2015-08-14,"[('Samuel Lavoie Nadeau', 3), ('Samuel Lavoie', 1), ('Période', 1), ('la ville de Dieppe', 1)]"
1443014847173,1443014847173 Notice of half-masting: To recognize Police and Peace Officers' National Memorial Day,"Masting period: From sunrise to sunset on Sunday, September 27, 2015","Masting location(s): Flags on all Government of Canada buildings and establishments across the country, including the Peace Tower in Ottawa.",Additional details: Rules for Half-masting of the National Flag of Canada (Section 11),1443014847173 Avis de mise en berne : Afin de souligner le Jour commémoratif national des policiers et des agents de la paix.,"Période de mise en berne : De l’aube au crépuscule, le dimanche 27 septembre 2015","Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada partout au pays, y compris la tour de la Paix à Ottawa.",Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (section 11),2015-09-27,2015-09-27,"[('Période', 1), ('Les', 1), ('compris la', 1)]"
1445462261412,"1445462261412 Notice of half-masting: Anniversary of the death of Warrant Officer Patrice Vincent and Corporal Nathan Cirillo, members of the Canadian Armed Forces","Masting period: From sunrise to sunset on Thursday, October 22, 2015","Masting location(s): Flags on all Government of Canada buildings and establishments across the country, including the Peace Tower in Ottawa.",Additional details: Rules for Half-masting of the National Flag of Canada (Section 16),"1445462261412 Avis de mise en berne : Anniversaire du décès de l'adjudant Patrice Vincent et Caporal Nathan Cirillo, membres des Forces armées canadiennes","Période de mise en berne : De l'aube jusqu'au crépuscule, le jeudi 22 octobre 2015,","Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada partout au pays, y compris la tour de la Paix à Ottawa.",Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (section 16),2015-10-22,2015-10-22,"[('Période', 1), ('Les', 1), ('compris la', 1)]"
1446842911283,"1446842911283 Notice of half-masting: Remembrance  Day - Details, Flags on all Government of Canada buildings and establishments across the country, including the Peace Tower, will be flown at half-mast from sunrise to sunset on Remembrance Day, Wednesday, November 11, 2015.  When half-masting occurs at the National War Memorial or a place where remembrance is being observed, the half-masting can occur at 11:00 a.m. (or according to the prescribed order of service) until sunset.","Masting period: From sunrise to sunset on Wednesday, November 11, 2015.","Masting location(s): Flags on all Government of Canada buildings and establishments across the country, including the Peace Tower.","Additional details: Rules for Half-masting of the National Flag of Canada (Section 11) When half-masting occurs at the National War Memorial or a place where remembrance is being observed, the half-masting can occur at 11:00 a.m. (or according to the prescribed order of service) until sunset.","1446842911283 Avis de mise en berne : Jour du Souvenir - Détails : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada partout au pays, y compris la Tour de la Paix, flotteront en berne, le mercredi 11 novembre 2015 à l'occasion du jour du Souvenir.  Lorsque la mise en berne a lieu au Monument commémoratif de guerre du Canada ou à un autre endroit où se déroule un service commémoratif, celle-ci peut avoir lieu à compter de 11 heures (ou selon l'ordre prescrit du service) jusqu'au crépuscule.","Période de mise en berne : De l'aube au crépuscule, le mercredi 11 novembre 2015.","Endroit(s) de la mise en berne : Les drapeaux sur tous les édifices et établissements du gouvernement du Canada partout au pays, y compris la Tour de la Paix.","Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (section 11) Lorsque la mise en berne a lieu au Monument commémoratif de guerre du Canada ou à un autre endroit où se déroule un service commémoratif, celle-ci peut avoir lieu à compter de 11 heures (ou selon l'ordre prescrit du service) jusqu'au crépuscule.",2015-11-11,2015-11-11,"[('compris la Tour de la Paix', 2), ('Période', 1), ('Les', 1)]"
1447479119172,"1447479119172 Notice of half-masting: To mark the tragic events that took place in Paris, France","Masting period: The flag on the Peace Tower in Ottawa will be at half-mast until sunset on Monday, November 16, 2015.",Masting location(s): The Peace Tower in Ottawa,"Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 16), the flag on the Peace Tower in Ottawa will be at half-mast until sunset on Monday, November 16, 2015, to mark the tragic events that took place on Paris, France,  on November 13,  2015.",1447479119172 Avis de mise en berne : Afin de souligner les événements tragiques survenus à Paris (France),"Période de mise en berne : Le drapeau sur la tour de la Paix à Ottawa flottera en berne jusqu'au crépuscule, le lundi 16 novembre 2015.",Endroit(s) de la mise en berne : Tour de la Paix à Ottawa,"Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 16),le drapeau sur la tour de la Paix à Ottawa flottera en berne jusqu'au crépuscule, le lundi 16 novembre 2015 afin de souligner les événements tragiques survenus à Paris (France) le 13 novembre 2015.",2015-11-16,2015-11-16,"[('Période', 1), ('Tour de la Paix à Ottawa', 1)]"
1448395930687,"1448395930687 Notice of half-masting: Death of Manmeet Bhullar, Member of the Legislative Assembly of Alberta, who passed away on November 23, 2015.","Masting period: From November 24 until Sunday, November 29, 2015, the day of the commemorative service of the late Manmeet Bhullar.",Masting location(s): All Government of Canada buildings and establishments in Alberta,Additional details: As per the Rules for Half-masting the National Flag of Canada (Section 10),"1448395930687 Avis de mise en berne : Décès de Manmeet Bhullar, député provincial, décédé le lundi 23 novembre 2015","Période de mise en berne : Du 24 novembre jusqu’au crépuscule, le dimanche 29 novembre 2015, le jour du service commémoratif de feu Manmeet Bhullar",Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada en Alberta,Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 10),2015-11-24,2015-11-29,"[('Période', 1)]"
1448586462814,1448586462814 Notice of half-masting: National Day of Remembrance and Action on Violence Against Women,"Masting period: From sunrise to sunset on Sunday, December 6, 2015","Masting location(s): All Government of Canada buildings and establishments across the country, including the Peace Tower in Ottawa","Additional details: , to mark the National Day of Remembrance and Action on Violence Against Women",1448586462814 Avis de mise en berne : Journée nationale de commémoration et d'action contre la violence faite aux femmes,Période de mise en berne : De l'aube au crépuscule le dimanche 6 décembre 2015,"Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada partout au pays, y compris la Tour de la Paix à Ottawa","Détails supplémentaires : Selon les Règles pour la mise en berne du drapeau national du Canada (section 11) , les drapeaux sur tous les édifices et établissements du gouvernement du Canada partout au pays, y compris la Tour de la Paix à Ottawa , flotteront en berne de l'aube au crépuscule, le dimanche 6 décembre 2015 , pour souligner la Journée nationale de commémoration et d'action contre la violence faite aux femmes.",2015-12-06,2015-12-06,"[('compris la Tour de la Paix à Ottawa', 2), ('Période', 1)]"
1449514833818,"1449514833818 Notice of half-masting: Death of Bill Bennett, former Premier of British Columbia, who died on Thursday, December 03, 2015","Masting period: January 31, 2016 from sunrise to sunset, the day of the commemorative service of the late Bill Bennett, former Premier of British Columbia",Masting location(s): All Government of Canada buildings and establishments in the province of British Columbia as well as the Peace Tower in Ottawa,Additional details: Rules for Half-masting the National Flag of Canada (Sections 7 and 10),"1449514833818 Avis de mise en berne : Décès de Bill Bennett, ancien premier ministre de la Colombie-Britannique, décédé le jeudi 3 décembre 2015","Période de mise en berne : Le 31 janvier 2016, de l’aube jusqu’au crépuscule le jour du service commémoratif  de feu Bill Bennett, ancien premier ministre de la Colombie-Britannique","Endroit(s) de la mise en berne : Tous les édifices et établissements du gouvernement du Canada dans  la province de la Colombie-Britannique,  ainsi que sur la Tour de la Paix à Ottawa",Détails supplémentaires : Règles pour la mise en berne du drapeau national du Canada (articles 7 et 10),2016-01-31,2016-01-31,"[('Bill Bennett', 3), ('ministre de la Colombie-Britannique', 2), ('Période', 1), ('de la Colombie-Britannique', 1)]"
